r,azim,z,Vmag,Vr,Vz,div,vort
0.95853,3.9845,0.13922,11.945,8.7885,8.0903,-0.012188,-0.0040907
0.99111,3.9845,0.13922,8.1203,-0.37288,8.1117,-0.019522,0.0090521
1.0207,3.9845,0.13922,6.3601,-2.0891,6.0072,0.018329,0.026772
0.7423,3.9845,0.15403,9.9637,-2.6691,-9.5996,0.02164,0.0031308
0.77192,3.9845,0.15403,10.418,-3.1851,-9.9188,0.02161,-0.015622
0.80451,3.9845,0.15403,11.016,-3.0236,-10.593,0.01979,-0.0011864
0.83413,3.9845,0.15403,11.914,-3.9428,-11.242,-0.022067,-0.0038858
0.86671,3.9845,0.15403,12.892,-4.4169,-12.112,-0.0014285,0.0059061
0.89633,3.9845,0.15403,15.615,-2.0663,-15.478,0.041023,0.0056229
0.92891,3.9845,0.15403,21.311,4.7552,-20.774,-0.0033064,0.62825
0.95853,3.9845,0.15403,19.016,5.034,18.337,-0.051231,0.19568
0.99111,3.9845,0.15403,9.9132,-3.006,9.4464,-0.037,-0.0017083
1.0207,3.9845,0.15403,7.1733,-3.4527,6.2877,-0.0099356,0.023291
0.7423,3.9845,0.16587,9.8967,-3.2132,-9.3606,-0.016785,0.01761
0.77192,3.9845,0.16587,9.8334,-3.0882,-9.3359,-0.0019149,-0.010276
0.80451,3.9845,0.16587,10.913,-3.2798,-10.409,0.0083548,0.0097802
0.83413,3.9845,0.16587,11.741,-4.3831,-10.892,-0.016839,0.021098
0.86671,3.9845,0.16587,13.246,-5.3871,-12.102,0.015836,-0.00087383
0.89633,3.9845,0.16587,17.385,-5.4252,-16.517,-0.01096,-0.0029451
0.92891,3.9845,0.16587,23.884,-11.768,-20.783,-0.12472,0.7343
0.95853,3.9845,0.16587,21.286,-9.2956,19.149,-0.11176,0.37652
0.99111,3.9845,0.16587,10.593,-5.3987,9.1144,0.0037628,-0.011845
1.0207,3.9845,0.16587,7.5264,-4.6261,5.9368,-0.024177,0.013669
0.7423,3.9845,0.17772,9.7129,-3.7592,-8.956,-0.062684,0.0209
0.77192,3.9845,0.17772,9.9585,-3.3579,-9.3753,0.0035568,0.0030882
0.80451,3.9845,0.17772,10.687,-3.9274,-9.9396,0.0014861,0.0077528
0.83413,3.9845,0.17772,11.812,-5.1512,-10.63,-0.0030089,0.0064986
0.86671,3.9845,0.17772,13.338,-6.0473,-11.888,0.015132,0.00040533
0.89633,3.9845,0.17772,17.263,-7.7002,-15.451,0.0036228,-0.00091233
0.92891,3.9845,0.17772,26.543,-20.254,-17.155,0.14308,0.2455
0.95853,3.9845,0.17772,21.759,-18.114,12.057,-0.072552,0.067373
0.99111,3.9845,0.17772,10.905,-7.3804,8.0274,-0.0044168,0.0099227
1.0207,3.9845,0.17772,7.6524,-5.595,5.2207,-0.030762,0.0057086
0.7423,3.9845,0.19253,9.2019,-4.0587,-8.2584,-0.01143,0.017571
0.77192,3.9845,0.19253,9.8381,-4.0836,-8.9506,0.027361,0.0080632
0.80451,3.9845,0.19253,10.682,-4.9475,-9.4677,0.01183,0.019774
0.83413,3.9845,0.19253,11.763,-5.996,-10.12,0.0066453,0.012824
0.86671,3.9845,0.19253,13.058,-6.7492,-11.178,0.021323,0.012209
0.89633,3.9845,0.19253,16.012,-8.8972,-13.312,0.035107,-0.013805
0.92891,3.9845,0.19253,21.116,-18.269,-10.588,-0.026417,0.041735
0.95853,3.9845,0.19253,17.628,-17.171,3.9867,-0.014569,0.048536
0.99111,3.9845,0.19253,10.723,-9.1765,5.5484,-0.0094965,-0.00017417
1.0207,3.9845,0.19253,7.7607,-6.5464,4.1681,-0.0079643,0.0088762
0.7423,3.9845,0.20438,8.6723,-4.0248,-7.6818,-0.0011179,0.014727
0.77192,3.9845,0.20438,9.7255,-4.5381,-8.6018,0.020606,-0.011874
0.80451,3.9845,0.20438,10.453,-5.3471,-8.9814,-0.012133,-0.0024397
0.83413,3.9845,0.20438,11.586,-6.6328,-9.4996,0.024842,0.016787
0.86671,3.9845,0.20438,12.812,-7.8449,-10.129,0.011191,0.0081694
0.89633,3.9845,0.20438,14.69,-9.6443,-11.081,0.036873,0.0039914
0.92891,3.9845,0.20438,17.479,-15.481,-8.1144,-0.017461,0.0091347
0.95853,3.9845,0.20438,15.428,-15.384,1.1627,-0.021582,0.011943
0.99111,3.9845,0.20438,10.384,-9.6458,3.8459,-0.0088877,0.007862
1.0207,3.9845,0.20438,7.7711,-6.8572,3.6562,0.0024674,0.0048487
0.7423,4.291,0.088861,10.9,-1.6198,-10.779,-0.01321,-0.020821
0.77192,4.291,0.088861,10.6,-1.8759,-10.433,-0.0082646,-0.0034255
0.80451,4.291,0.088861,10.149,-2.68,-9.7889,-0.0032445,0.010827
0.83413,4.291,0.088861,9.4944,-2.4516,-9.1724,-0.023729,0.00027121
0.86671,4.291,0.088861,8.1721,-0.84247,-8.1285,-0.046606,0.0020536
0.89633,4.291,0.088861,6.59,2.1226,-6.2388,0.023748,0.020862
0.92891,4.291,0.088861,4.7623,4.6624,-0.9703,0.0062468,0.058945
0.95853,4.291,0.088861,4.2123,2.8377,3.1131,-0.0015474,0.015969
0.99111,4.291,0.088861,3.7576,0.46218,3.7291,-0.01061,-0.0057283
1.0207,4.291,0.088861,3.6207,-0.43267,3.5947,0.035427,-0.014912
0.7423,4.291,0.10071,10.387,-2.0897,-10.175,-0.012091,0.00050444
0.77192,4.291,0.10071,10.704,-2.3255,-10.448,-0.011839,-0.016445
0.80451,4.291,0.10071,10.304,-2.3554,-10.032,-0.039154,0.010989
0.83413,4.291,0.10071,9.9477,-2.2482,-9.6903,-0.014742,0.0052733
0.86671,4.291,0.10071,9.4217,-0.37123,-9.4143,-0.016495,0.0059972
0.89633,4.291,0.10071,8.3688,3.1445,-7.7556,-0.061319,-0.0045843
0.92891,4.291,0.10071,5.8863,5.6982,-1.4761,-0.051795,0.012139
0.95853,4.291,0.10071,5.3064,3.802,3.7018,-0.088931,-0.0012546
0.99111,4.291,0.10071,4.2485,0.38277,4.2313,-0.0015587,0.0061862
1.0207,4.291,0.10071,3.9164,-0.7056,3.8523,0.04301,-0.012765
0.7423,4.291,0.11552,9.8882,-1.8537,-9.7129,0.059193,0.028928
0.77192,4.291,0.11552,10.666,-2.0123,-10.474,0.026593,0.0066017
0.80451,4.291,0.11552,10.958,-2.8914,-10.57,-0.032644,0.012329
0.83413,4.291,0.11552,10.856,-2.4814,-10.569,-0.036892,0.0045636
0.86671,4.291,0.11552,11.192,-0.87976,-11.157,-0.020165,-0.0089085
0.89633,4.291,0.11552,12.215,4.3892,-11.4,-0.032323,0.0068263
0.92891,4.291,0.11552,10.729,10.624,-1.4918,0.015023,-0.0019874
0.95853,4.291,0.11552,6.9182,4.3725,5.3612,0.0016687,0.045198
0.99111,4.291,0.11552,5.4894,-0.34441,5.4786,-0.0043925,0.011973
1.0207,4.291,0.11552,4.3712,-1.5026,4.1048,0.028499,-0.0087137
0.7423,4.291,0.12737,10.021,-2.4584,-9.7151,0.063577,0.023843
0.77192,4.291,0.12737,10.773,-2.6085,-10.452,0.028275,-0.0054617
0.80451,4.291,0.12737,10.993,-2.405,-10.727,-0.015313,-0.0054053
0.83413,4.291,0.12737,11.753,-2.9801,-11.369,-0.0099898,-0.0085121
0.86671,4.291,0.12737,12.87,-1.8821,-12.731,-0.007716,0.0066195
0.89633,4.291,0.12737,15.948,4.3825,-15.334,0.0063922,0.013927
0.92891,4.291,0.12737,16.251,16.251,-0.018986,-0.020551,0.08173
0.95853,4.291,0.12737,8.9034,3.4358,8.2137,-0.021361,0.019568
0.99111,4.291,0.12737,6.3904,-1.2297,6.271,-0.029282,0.0033854
1.0207,4.291,0.12737,4.8678,-2.1802,4.3523,0.040053,-0.014816
0.7423,4.291,0.13922,9.7096,-2.7316,-9.3175,0.0060713,0.019611
0.77192,4.291,0.13922,10.386,-2.4889,-10.083,-0.0026363,-0.0048199
0.80451,4.291,0.13922,11.126,-2.6228,-10.812,-4.39E-05,-0.0026546
0.83413,4.291,0.13922,11.864,-3.3413,-11.384,-0.018982,0.0079116
0.86671,4.291,0.13922,13.84,-2.9211,-13.528,0.054092,0.0013108
0.89633,4.291,0.13922,19.787,1.0559,-19.758,-0.011693,0.042486
0.92891,4.291,0.13922,14.432,14.431,-0.14081,-0.22545,0.8906
0.95853,4.291,0.13922,11.535,1.4068,11.449,0.011711,0.0078165
0.99111,4.291,0.13922,7.2568,-2.5208,6.8049,-0.030503,-0.0099719
1.0207,4.291,0.13922,5.2085,-2.7293,4.4362,0.04335,-0.022123
0.7423,4.291,0.15403,9.714,-3.3523,-9.1172,-0.034303,0.033129
0.77192,4.291,0.15403,10.582,-3.5749,-9.9604,-0.022736,0.033605
0.80451,4.291,0.15403,11.15,-3.6795,-10.526,0.033077,0.011147
0.83413,4.291,0.15403,12.232,-4.4468,-11.396,-0.019636,0.022181
0.86671,4.291,0.15403,14.765,-4.9152,-13.923,-0.0070939,-0.0031698
0.89633,4.291,0.15403,22.048,-6.18,-21.164,-0.0053296,0.02389
0.92891,4.291,0.15403,,-2.9291,0.39193,0.54081,0.54892
0.95853,4.291,0.15403,13.778,-4.9509,12.858,0.0077909,0.015941
0.99111,4.291,0.15403,8.1537,-4.2705,6.9459,-0.014794,0.0089344
1.0207,4.291,0.15403,5.5856,-3.6143,4.2587,0.074755,-0.014315
0.7423,4.291,0.16587,9.6964,-3.7137,-8.9571,-0.05192,0.0043091
0.77192,4.291,0.16587,10.542,-4.1142,-9.7058,0.023618,0.0069207
0.80451,4.291,0.16587,11.428,-5.1086,-10.223,-0.012864,0.010444
0.83413,4.291,0.16587,12.439,-5.464,-11.174,0.0024256,0.0010549
0.86671,4.291,0.16587,14.838,-6.4401,-13.367,-0.0023255,-0.0027591
0.89633,4.291,0.16587,21.175,-10.495,-18.391,-0.00034033,0.039106
0.92891,4.291,0.16587,25.282,-25.239,1.4833,-0.26865,0.54611
0.95853,4.291,0.16587,14.198,-9.7699,10.302,-0.0056886,0.03543
0.99111,4.291,0.16587,8.6526,-6.0099,6.2249,-0.0055584,-0.0001182
1.0207,4.291,0.16587,5.8084,-4.284,3.9224,0.060782,-0.017144
0.7423,4.291,0.17772,9.4631,-3.7227,-8.7002,-0.038264,0.0017786
0.77192,4.291,0.17772,9.9677,-4.008,-9.1264,0.011012,0.0060233
0.80451,4.291,0.17772,11.416,-5.6229,-9.9347,-0.0052959,-0.0064547
0.83413,4.291,0.17772,12.279,-6.0218,-10.701,0.023454,0.0028893
0.86671,4.291,0.17772,14.284,-7.0808,-12.405,-0.020872,-0.017595
0.89633,4.291,0.17772,19.088,-12.334,-14.569,-0.0022539,0.0054621
0.92891,4.291,0.17772,21.694,-21.576,-2.2583,-0.042263,0.013782
0.95853,4.291,0.17772,13.817,-11.92,6.9862,-0.058847,0.0395
0.99111,4.291,0.17772,8.7482,-7.0732,5.1478,0.0033607,0.0029678
1.0207,4.291,0.17772,6.0599,-5.0287,3.3815,0.072067,-0.012989
0.7423,4.291,0.19253,8.9014,-3.8071,-8.0462,-0.020374,0.0089422
0.77192,4.291,0.19253,9.6672,-4.4762,-8.5685,0.034343,0.0083545
0.80451,4.291,0.19253,10.761,-5.6786,-9.1409,0.013872,-0.0079126
0.83413,4.291,0.19253,11.732,-6.3203,-9.8834,0.011006,-0.0041151
0.86671,4.291,0.19253,13.511,-7.684,-11.113,-0.0086069,0.0012632
0.89633,4.291,0.19253,16.222,-11.897,-11.028,-0.015155,-0.012071
0.92891,4.291,0.19253,16.933,-16.659,-3.035,-0.042478,0.01466
0.95853,4.291,0.19253,12.729,-12.321,3.1951,-0.0088451,0.025902
0.99111,4.291,0.19253,8.6754,-7.8041,3.7893,-0.010311,0.011727
1.0207,4.291,0.19253,6.3753,-5.7444,2.7652,0.070206,-0.016019
0.7423,4.291,0.20438,8.3815,-3.8319,-7.4543,-0.041582,0.0065704
0.77192,4.291,0.20438,9.3991,-4.8185,-8.07,0.01178,0.010443
0.80451,4.291,0.20438,10.615,-5.9896,-8.764,0.016497,0.0023202
0.83413,4.291,0.20438,11.487,-6.9868,-9.118,0.018651,0.011334
0.86671,4.291,0.20438,12.742,-7.9356,-9.9691,0.038457,-0.0033585
0.89633,4.291,0.20438,14.251,-10.759,-9.3451,0.022418,-0.0012798
0.92891,4.291,0.20438,14.444,-14.023,-3.4629,-0.0093404,0.0046607
0.95853,4.291,0.20438,11.731,-11.668,1.2192,0.00094203,0.0096758
0.99111,4.291,0.20438,8.5871,-8.1456,2.7177,0.019395,0.0090339
1.0207,4.291,0.20438,6.5338,-6.0907,2.3651,0.065885,-0.012667
0.7423,4.5975,0.088861,10.276,-1.4924,-10.167,0.013449,-0.02323
0.77192,4.5975,0.088861,10.696,-1.5971,-10.576,0.012873,0.006628
0.80451,4.5975,0.088861,10.259,-2.0211,-10.058,-0.014369,-0.0064789
0.83413,4.5975,0.088861,9.8604,-1.0021,-9.8094,-0.02703,0.019216
0.86671,4.5975,0.088861,9.7619,1.1891,-9.6892,-0.0056637,-0.00039331
0.89633,4.5975,0.088861,8.0609,5.3738,-6.0084,-0.02352,0.0037781
0.92891,4.5975,0.088861,5.2746,5.2369,0.62958,-0.032257,0.0038521
0.95853,4.5975,0.088861,4.7985,2.041,4.3428,-0.024925,0.0021329
0.99111,4.5975,0.088861,4.123,-0.50947,4.0914,-0.003168,-0.0013144
1.0207,4.5975,0.088861,3.8068,-1.3517,3.5587,0.028688,0.00041745
0.7423,4.5975,0.10071,10.155,-2.4109,-9.8649,0.050468,-0.011409
0.77192,4.5975,0.10071,10.564,-1.9163,-10.389,0.0033667,0.0035584
0.80451,4.5975,0.10071,10.572,-1.8597,-10.407,-0.0038375,-0.0018355
0.83413,4.5975,0.10071,11.103,-1.7412,-10.965,-0.017134,0.0030152
0.86671,4.5975,0.10071,11.402,1.695,-11.275,0.0067993,-0.016106
0.89633,4.5975,0.10071,11.645,8.1992,-8.269,-0.015559,-0.001431
0.92891,4.5975,0.10071,7.853,7.4369,2.5221,0.003669,0.0011513
0.95853,4.5975,0.10071,5.8043,1.6857,5.5541,-0.014146,0.025553
0.99111,4.5975,0.10071,4.6948,-1.0927,4.5659,0.010617,0.011655
1.0207,4.5975,0.10071,4.12,-1.6804,3.7617,-0.0026785,0.002151
0.7423,4.5975,0.11552,9.9253,-2.3374,-9.6461,0.024571,-0.0080196
0.77192,4.5975,0.11552,10.092,-2.392,-9.8047,0.0022431,0.0064212
0.80451,4.5975,0.11552,11.071,-2.2087,-10.848,-0.0032366,0.0097411
0.83413,4.5975,0.11552,11.815,-2.2914,-11.591,-0.0090622,0.013729
0.86671,4.5975,0.11552,13.758,1.3832,-13.688,-0.036349,0.0085561
0.89633,4.5975,0.11552,17.904,11.458,-13.758,-0.021225,0.025385
0.92891,4.5975,0.11552,12.736,10.112,7.7438,-0.011908,0.023906
0.95853,4.5975,0.11552,7.5124,0.54165,7.4928,-0.032697,-0.00011668
0.99111,4.5975,0.11552,5.4977,-1.9526,5.1393,0.0044639,0.0046686
1.0207,4.5975,0.11552,4.2692,-2.1596,3.6826,-0.006514,0.0024806
0.7423,4.5975,0.12737,10.105,-3.0757,-9.626,-0.010393,-0.027017
0.77192,4.5975,0.12737,10.661,-3.3633,-10.117,0.0080283,0.012791
0.80451,4.5975,0.12737,11.183,-2.9427,-10.789,0.0060738,0.01765
0.83413,4.5975,0.12737,12.484,-3.186,-12.07,-0.0011097,-0.0094086
0.86671,4.5975,0.12737,15.96,-0.83918,-15.938,0.033419,0.010224
0.89633,4.5975,0.12737,24.112,8.8595,-22.425,-0.13905,0.27887
0.92891,4.5975,0.12737,18.279,9.0503,15.881,-0.017773,0.11487
0.95853,4.5975,0.12737,8.5191,-0.76251,8.4849,0.0075737,0.0071521
0.99111,4.5975,0.12737,6.0531,-2.7491,5.3929,-8.31E-05,0.0051886
1.0207,4.5975,0.12737,4.7858,-2.7887,3.8894,0.0089704,0.0071785
0.7423,4.5975,0.13922,10.018,-3.0834,-9.5315,0.0013076,-0.03783
0.77192,4.5975,0.13922,10.358,-3.7469,-9.656,-0.041787,0.008959
0.80451,4.5975,0.13922,11.755,-4.4773,-10.868,0.0069816,0.03109
0.83413,4.5975,0.13922,12.745,-3.941,-12.121,-0.0085881,-0.0057468
0.86671,4.5975,0.13922,17.005,-3.5673,-16.627,0.022824,0.014881
0.89633,4.5975,0.13922,22.894,-6.778,-21.867,0.011499,0.52611
0.92891,4.5975,0.13922,21.908,-3.4093,21.641,1.69E-05,0.31209
0.95853,4.5975,0.13922,9.828,-3.2887,9.2615,0.0012885,0.018036
0.99111,4.5975,0.13922,6.479,-3.4786,5.466,-0.0066382,-0.00023305
1.0207,4.5975,0.13922,5.2955,-3.4693,4.0007,0.0025447,0.012273
0.7423,4.5975,0.15403,9.6869,-3.344,-9.0914,0.0026682,-0.013465
0.77192,4.5975,0.15403,10.515,-4.5042,-9.5019,-0.031111,-0.017968
0.80451,4.5975,0.15403,11.664,-4.8602,-10.603,0.0069401,0.00029945
0.83413,4.5975,0.15403,12.84,-4.8923,-11.871,0.012548,0.00051242
0.86671,4.5975,0.15403,17.02,-7.0907,-15.473,0.026457,0.0028286
0.89633,4.5975,0.15403,25.519,-17.14,-18.906,-0.045468,0.12803
0.92891,4.5975,0.15403,21.985,-17.823,12.872,0.0071784,0.12355
0.95853,4.5975,0.15403,10.601,-6.3867,8.4617,0.007803,0.015048
0.99111,4.5975,0.15403,7.0144,-4.8025,5.1125,-0.011922,-0.0083832
1.0207,4.5975,0.15403,5.8978,-4.3312,4.0031,-0.012659,0.0068613
0.7423,4.5975,0.16587,9.4051,-3.6267,-8.6778,0.0093116,-0.015074
0.77192,4.5975,0.16587,10.012,-4.3424,-9.0209,-0.019598,-0.0020095
0.80451,4.5975,0.16587,11.5,-5.1519,-10.282,0.0201,-0.0026575
0.83413,4.5975,0.16587,12.771,-5.7221,-11.418,0.011514,-0.00019467
0.86671,4.5975,0.16587,16.176,-8.5402,-13.738,-0.0059826,0.001795
0.89633,4.5975,0.16587,20.785,-16.795,-12.245,0.0034348,0.045642
0.92891,4.5975,0.16587,18.305,-17.527,5.2817,-0.026923,0.02472
0.95853,4.5975,0.16587,10.713,-8.6265,6.3521,0.00055336,0.050489
0.99111,4.5975,0.16587,7.2214,-5.5392,4.6331,-0.0027151,0.010412
1.0207,4.5975,0.16587,5.9562,-4.7953,3.533,-0.01856,0.0083061
0.7423,4.5975,0.17772,8.9069,-3.6584,-8.1209,0.015709,-0.010423
0.77192,4.5975,0.17772,9.8596,-4.9073,-8.5516,-0.016813,-0.0052482
0.80451,4.5975,0.17772,11.313,-5.6164,-9.8207,0.028885,-0.0042038
0.83413,4.5975,0.17772,12.542,-6.4541,-10.754,0.01539,-0.0011182
0.86671,4.5975,0.17772,14.597,-8.6224,-11.778,-0.014283,-0.0001763
0.89633,4.5975,0.17772,17.603,-14.88,-9.4049,-0.036126,0.015908
0.92891,4.5975,0.17772,15.179,-15.138,1.117,0.011881,0.01164
0.95853,4.5975,0.17772,10.466,-9.3723,4.6576,0.0078317,-0.017997
0.99111,4.5975,0.17772,7.5844,-6.5203,3.8741,-0.012588,0.013521
1.0207,4.5975,0.17772,6.0535,-5.365,2.8039,-0.023918,0.0047799
0.7423,4.5975,0.19253,8.4384,-3.5968,-7.6335,0.0094436,-0.01201
0.77192,4.5975,0.19253,9.327,-4.9328,-7.9158,0.0025181,-0.0025875
0.80451,4.5975,0.19253,10.396,-5.81,-8.6215,0.021106,7.31E-05
0.83413,4.5975,0.19253,11.889,-6.9431,-9.6515,0.023733,-0.006827
0.86671,4.5975,0.19253,13.289,-8.4097,-10.29,-0.019911,0.016638
0.89633,4.5975,0.19253,14.665,-12.665,-7.3931,0.00068108,-0.0058733
0.92891,4.5975,0.19253,13,-12.971,-0.86037,-0.015473,0.025175
0.95853,4.5975,0.19253,9.938,-9.5291,2.8213,-0.016531,-0.0047672
0.99111,4.5975,0.19253,7.4619,-6.9134,2.8082,-0.013006,-0.00024465
1.0207,4.5975,0.19253,6.1975,-5.7653,2.274,-0.011728,0.0043999
0.7423,4.5975,0.20438,8.2203,-3.8922,-7.2404,-0.03699,0.0092673
0.77192,4.5975,0.20438,9.2553,-5.2361,-7.6317,-0.00033082,-0.0017687
0.80451,4.5975,0.20438,10.299,-6.5076,-7.9823,0.0068033,0.004575
0.83413,4.5975,0.20438,11.236,-7.1955,-8.6294,0.026089,0.0021851
0.86671,4.5975,0.20438,12.403,-8.3817,-9.1429,0.011505,0.0010251
0.89633,4.5975,0.20438,12.95,-11.166,-6.5595,-0.038447,0.025029
0.92891,4.5975,0.20438,11.679,-11.608,-1.2882,0.01178,0.0061541
0.95853,4.5975,0.20438,9.416,-9.3084,1.4196,0.015001,0.013876
0.99111,4.5975,0.20438,7.4549,-7.1504,2.1089,0.011594,0.0023789
1.0207,4.5975,0.20438,6.3367,-6.0293,1.9495,-0.0085387,0.0038894
0.7423,4.9039,0.088861,10.489,-2.3596,-10.221,-0.043171,-0.0068563
0.77192,4.9039,0.088861,10.462,-2.2663,-10.214,-0.02031,0.0015881
0.80451,4.9039,0.088861,10.64,-1.4824,-10.537,-0.024384,0.007659
0.83413,4.9039,0.088861,11.548,-0.24039,-11.545,-0.0087033,0.0075451
0.86671,4.9039,0.088861,12.346,4.7744,-11.385,0.0032959,-0.0030866
0.89633,4.9039,0.088861,10.822,10.251,-3.4693,-0.037168,0.0069598
0.92891,4.9039,0.088861,6.257,4.3293,4.5175,0.0032493,-0.0064509
0.95853,4.9039,0.088861,5.0059,0.43409,4.987,-0.051463,0.0039959
0.99111,4.9039,0.088861,4.2879,-1.4693,4.0283,-0.017165,0.001748
1.0207,4.9039,0.088861,4.0005,-2.2826,3.2854,0.012281,-0.00087051
0.7423,4.9039,0.10071,10.397,-2.5572,-10.077,-0.03667,-0.0094016
0.77192,4.9039,0.10071,10.692,-3.077,-10.239,-0.011603,0.010904
0.80451,4.9039,0.10071,11.36,-1.9283,-11.195,0.0037013,0.0017301
0.83413,4.9039,0.10071,12.618,-1.0954,-12.57,0.015193,0.0064723
0.86671,4.9039,0.10071,15.266,4.9733,-14.434,-0.0096295,0.023202
0.89633,4.9039,0.10071,16.34,15.618,-4.8017,-0.063963,0.045815
0.92891,4.9039,0.10071,8.9066,4.8711,7.4566,0.023325,-0.0039567
0.95853,4.9039,0.10071,5.783,-0.043451,5.7828,-0.052684,0.013201
0.99111,4.9039,0.10071,4.7441,-1.9381,4.3302,-0.0028864,-0.00034307
1.0207,4.9039,0.10071,4.4338,-2.5301,3.641,0.021045,0.0044805
0.7423,4.9039,0.11552,10.062,-2.6142,-9.7162,-0.036182,-0.0052297
0.77192,4.9039,0.11552,11.153,-4.3167,-10.283,-0.00082818,-0.012153
0.80451,4.9039,0.11552,11.626,-3.029,-11.225,0.013188,0.0074427
0.83413,4.9039,0.11552,13.689,-2.2064,-13.51,0.00059894,0.0050707
0.86671,4.9039,0.11552,19.006,1.4335,-18.952,-0.016682,0.031489
0.89633,4.9039,0.11552,13.324,11.775,-6.2368,0.38539,0.65179
0.92891,4.9039,0.11552,12.287,1.8018,12.154,-0.051626,0.018198
0.95853,4.9039,0.11552,7.4808,-2.0813,7.1855,0.018453,0.011586
0.99111,4.9039,0.11552,5.4058,-2.8849,4.5717,0.011162,0.0071942
1.0207,4.9039,0.11552,4.6464,-2.6971,3.7834,-0.0038067,0.0082385
0.7423,4.9039,0.12737,10.058,-2.9735,-9.6086,-0.011878,-0.0061355
0.77192,4.9039,0.12737,11.05,-4.0543,-10.28,0.0047366,-0.010068
0.80451,4.9039,0.12737,11.942,-3.5748,-11.395,0.009441,0.010623
0.83413,4.9039,0.12737,14.052,-3.2599,-13.668,-0.030567,-0.011687
0.86671,4.9039,0.12737,20.766,-3.7949,-20.416,0.0033451,0.01585
0.89633,4.9039,0.12737,7.2036,-6.3071,-3.4802,0.41767,0.48599
0.92891,4.9039,0.12737,14.506,-3.6271,14.046,0.040256,0.023919
0.95853,4.9039,0.12737,8.2216,-3.7522,7.3154,-0.025762,-0.0020343
0.99111,4.9039,0.12737,5.8563,-3.5962,4.622,-0.0017009,-0.00036997
1.0207,4.9039,0.12737,4.7922,-3.0911,3.6621,-0.0078139,0.010813
0.7423,4.9039,0.13922,9.6661,-3.1053,-9.1538,0.019542,0.0029069
0.77192,4.9039,0.13922,10.747,-4.4295,-9.7912,-0.0025044,0.0059827
0.80451,4.9039,0.13922,12.114,-4.0926,-11.402,0.0085306,0.00012254
0.83413,4.9039,0.13922,14.131,-4.4587,-13.409,-0.056816,-0.0027741
0.86671,4.9039,0.13922,20.101,-8.3788,-18.272,-0.027736,-0.0052362
0.89633,4.9039,0.13922,23.773,-23.171,-5.3144,-0.22183,0.50612
0.92891,4.9039,0.13922,15.196,-9.273,12.039,-0.0021265,0.017419
0.95853,4.9039,0.13922,8.7885,-5.1377,7.1303,0.01268,0.0029309
0.99111,4.9039,0.13922,5.9807,-4.1883,4.2693,0.024022,-0.003647
1.0207,4.9039,0.13922,5.1521,-3.776,3.5051,-0.003253,0.011861
0.7423,4.9039,0.15403,9.4741,-3.5394,-8.7882,2.23E-05,-0.0024657
0.77192,4.9039,0.15403,10.579,-4.6666,-9.4946,0.0039439,-0.023988
0.80451,4.9039,0.15403,11.849,-4.8044,-10.832,0.017561,-0.0015303
0.83413,4.9039,0.15403,13.64,-5.3066,-12.565,9.06E-05,-0.0036605
0.86671,4.9039,0.15403,17.782,-10.374,-14.443,-0.024024,0.030185
0.89633,4.9039,0.15403,21.652,-20.853,-5.8276,-0.040633,0.0329
0.92891,4.9039,0.15403,13.85,-12.162,6.6248,-0.025442,-0.0023369
0.95853,4.9039,0.15403,8.6735,-6.5235,5.7161,-0.032631,0.010852
0.99111,4.9039,0.15403,6.2593,-4.8527,3.9535,-0.0044113,0.0054699
1.0207,4.9039,0.15403,5.1926,-4.2286,3.0137,-0.0099497,0.0029474
0.7423,4.9039,0.16587,9.1901,-3.9911,-8.2782,-0.030478,-0.00027844
0.77192,4.9039,0.16587,10.102,-4.332,-9.1255,0.0070291,0.0061683
0.80451,4.9039,0.16587,11.529,-5.1699,-10.305,0.027639,-0.0016307
0.83413,4.9039,0.16587,13.035,-5.9893,-11.578,0.037917,0.0010918
0.86671,4.9039,0.16587,15.769,-10.477,-11.786,-0.02386,0.007263
0.89633,4.9039,0.16587,17.233,-16.43,-5.1985,0.032557,0.012149
0.92891,4.9039,0.16587,12.587,-12.061,3.6028,-0.0099629,0.0076495
0.95853,4.9039,0.16587,8.9432,-7.8862,4.2177,0.010376,0.0064851
0.99111,4.9039,0.16587,6.4889,-5.4059,3.5893,-0.012998,-0.0016147
1.0207,4.9039,0.16587,5.2398,-4.54,2.616,0.0080622,-0.0030339
0.7423,4.9039,0.17772,8.6553,-3.8462,-7.7538,-0.010134,0.003232
0.77192,4.9039,0.17772,10.127,-5.2052,-8.6872,-0.0027935,0.00076653
0.80451,4.9039,0.17772,11.103,-5.6868,-9.5362,0.074282,0.001422
0.83413,4.9039,0.17772,12.418,-6.5309,-10.562,0.060015,-0.0026425
0.86671,4.9039,0.17772,14.199,-10.039,-10.042,0.0049535,-0.0015569
0.89633,4.9039,0.17772,14.589,-13.9,-4.4301,-0.044714,0.017971
0.92891,4.9039,0.17772,11.641,-11.507,1.7625,-0.015464,-0.0036896
0.95853,4.9039,0.17772,8.6627,-8.1822,2.845,-0.010629,0.0074666
0.99111,4.9039,0.17772,6.666,-5.9285,3.0477,-0.013147,0.0024039
1.0207,4.9039,0.17772,5.2789,-4.7563,2.2901,0.0094328,0.007655
0.7423,4.9039,0.19253,8.3547,-4.3586,-7.1277,-0.030833,0.016549
0.77192,4.9039,0.19253,9.2912,-4.9632,-7.8545,0.0077772,-0.0096338
